Volcano Number,Volcano Name,Country,Latitude,Longitude,Elevation
273041,Iriga,Philippines,13.458,123.451,1138
273042,Isarog,Philippines,13.658,123.38,1966
273044,Malindig,Philippines,13.24,122.018,1157
273050,Banahaw,Philippines,14.07,121.48,2158
273060,San Pablo Volcanic Field,Philippines,14.12,121.3,1090
273070,Taal,Philippines,14.002,120.993,311
273080,Laguna Caldera,Philippines,14.42,121.27,743
273081,Mariveles,Philippines,14.527,120.482,1388
273082,Natib,Philippines,14.72,120.4,1253
273083,Pinatubo,Philippines,15.13,120.35,1486
273084,Arayat,Philippines,15.2,120.742,1026
273087,Patoc,Philippines,17.147,120.98,1865
273088,Ambalatungan Group,Philippines,17.32,121.1,2329
273090,Cagua,Philippines,18.222,122.123,1133
274010,Camiguin de Babuyanes,Philippines,18.83,121.86,712
274020,Didicas,Philippines,19.077,122.202,228
274030,Babuyan Claro,Philippines,19.523,121.94,1080
274050,Unnamed,Philippines,20.33,121.75,-24
274060,Iraya,Philippines,20.469,122.01,1009
275001,Hainan Volcanic Field,China,19.905,110.229,196
275020,Ly Son Group,Vietnam,15.38,109.12,157
275030,Toroeng Prong,Vietnam,14.93,108,800
275040,Haut Dong Nai,Vietnam,11.6,108.2,1000
275050,Bas Dong Nai,Vietnam,10.8,107.2,392
275060,"Cendres, Ile des",Vietnam,10.158,109.014,-20
275070,Veteran,Vietnam,9.83,109.05,-50
275080,Popa,Burma (Myanmar),20.92,95.25,1518
275100,Singu Plateau,Burma (Myanmar),22.7,95.98,507
275110,Tengchong,China,25.23,98.5,2865
281020,Unnamed,Taiwan,21.83,121.18,-115
281030,Unnamed,Taiwan,24.132,121.926,-1640
281031,Kueishantao,Taiwan,24.841,121.953,361
281032,Tatun Volcanic Group,Taiwan,25.178,121.553,1120
282010,Submarine Volcano NNE of Iriomotejima,Japan,24.57,123.93,-200
282020,Io-Torishima,Japan,27.881,128.223,212
282021,Yokoate-jima,Japan,28.797,128.997,495
282022,Akusekijima,Japan,29.465,129.594,555
282030,Suwanosejima,Japan,29.638,129.714,796
282040,Nakanoshima,Japan,29.859,129.857,979
282043,Kuchinoshima,Japan,29.968,129.926,628
282050,Kuchinoerabujima,Japan,30.443,130.217,657
282060,Kikai,Japan,30.793,130.305,704
282070,Ata,Japan,31.22,130.57,924
282080,Aira,Japan,31.593,130.657,1117
282081,Yonemaru-Sumiyoshiike,Japan,31.771,130.592,40
282090,Kirishimayama,Japan,31.934,130.862,1700
282091,Fukue,Japan,32.657,128.849,315
282100,Unzendake,Japan,32.761,130.299,1483
282110,Asosan,Japan,32.884,131.104,1592
282120,Kujusan,Japan,33.086,131.249,1791
282130,Yufu-Tsurumi,Japan,33.282,131.39,1584
283001,Abu,Japan,34.5,131.6,641
283002,Sanbesan,Japan,35.141,132.622,1126
283003,Oki-Dogo,Japan,36.176,133.334,151
283010,Izu-Tobu,Japan,34.9,139.098,1406
283020,Hakoneyama,Japan,35.233,139.021,1438
283030,Fujisan,Japan,35.361,138.728,3776
283031,Yokodake,Japan,36.087,138.32,2480
283040,Ontakesan,Japan,35.893,137.48,3067
283050,Hakusan,Japan,36.155,136.771,2702
283060,Norikuradake,Japan,36.106,137.554,3026
283069,Akandanayama,Japan,36.2,137.573,2109
283070,Yakedake,Japan,36.227,137.587,2455
283071,Washiba-Kumonotaira,Japan,36.408,137.594,2924
283080,Midagahara,Japan,36.571,137.59,2621
283090,Niigata-Yakeyama,Japan,36.921,138.036,2400
283100,Myokosan,Japan,36.891,138.114,2454
283110,Asamayama,Japan,36.406,138.523,2568
283120,Kusatsu-Shiranesan,Japan,36.618,138.528,2165
283121,Shiga,Japan,36.688,138.519,2041
283122,Harunasan,Japan,36.477,138.851,1449
283130,Akagisan,Japan,36.56,139.193,1828
283131,Hiuchigatake,Japan,36.955,139.285,2356
283140,Nikko-Shiranesan,Japan,36.799,139.376,2578
283141,Nantaisan,Japan,36.765,139.491,2486
283142,Omanago Group,Japan,36.795,139.507,2341
283143,Takaharayama,Japan,36.9,139.777,1795
283150,Nasudake,Japan,37.125,139.963,1915
283151,Numazawa,Japan,37.444,139.566,835
283160,Bandaisan,Japan,37.601,140.072,1816
283170,Adatarayama,Japan,37.647,140.281,1728
283180,Azumayama,Japan,37.735,140.244,1949
283190,Zaozan [Zaosan],Japan,38.144,140.44,1841
283191,Hijiori,Japan,38.599,140.162,552
283200,Naruko,Japan,38.729,140.734,470
283210,Kurikomayama,Japan,38.961,140.788,1627
283220,Chokaisan,Japan,39.099,140.049,2236
283230,Akita-Komagatake,Japan,39.761,140.799,1637
283240,Iwatesan,Japan,39.853,141.001,2038
283250,Hachimantai,Japan,39.958,140.854,1613
283260,Akita-Yakeyama,Japan,39.964,140.757,1366
283262,Megata,Japan,39.95,139.73,291
283270,Iwakisan,Japan,40.656,140.303,1625
283271,Towada,Japan,40.51,140.88,1011
283280,Hakkodasan,Japan,40.659,140.877,1585
283290,Osorezan,Japan,41.279,141.12,878
284010,Izu-Oshima,Japan,34.724,139.394,758
284011,Toshima,Japan,34.52,139.279,508
284020,Niijima,Japan,34.397,139.27,432
284030,Kozushima,Japan,34.219,139.153,572
284040,Miyakejima,Japan,34.094,139.526,775
284041,Mikurajima,Japan,33.874,139.602,851
284042,Kurose Hole,Japan,33.4,139.68,-107
284050,Hachijojima,Japan,33.137,139.766,854
284060,Aogashima,Japan,32.458,139.759,423
284061,Kita-Bayonnaise,Japan,32.1,139.85,-360
284070,Myojinsho,Japan,31.888,139.918,11
284080,Sumisujima,Japan,31.44,140.051,136
284090,Izu-Torishima,Japan,30.484,140.303,394
284091,Sofugan,Japan,29.794,140.342,99
284093,Suiyo Seamount,Japan,28.575,140.633,-991
284094,Mokuyo Seamount,Japan,28.327,140.572,-933
284095,Doyo Seamount,Japan,27.68,140.8,-590
284096,Nishinoshima,Japan,27.247,140.874,25
284097,Kaikata Seamount,Japan,26.667,140.929,-165
284100,Kaitoku Seamount,Japan,26.127,141.102,-95
284110,Kita-Ioto,Japan,25.424,141.284,792
284120,Ioto,Japan,24.751,141.289,169
284121,Kita-Fukutokutai,Japan,24.417,141.417,-73
284130,Fukutoku-Oka-no-Ba,Japan,24.285,141.481,-29
284131,Minami-Hiyoshi,Japan,23.5,141.935,-107
284132,Nikko,Japan,23.078,142.326,-392
284133,Fukujin,United States,21.93,143.47,-217
284134,Kasuga 1,United States,21.765,143.71,-598
284135,Kasuga 2,United States,21.6,143.637,-274
284136,NW Eifuku,United States,21.485,144.043,-1535
284137,Daikoku,United States,21.324,144.194,-323
284140,Farallon de Pajaros,United States,20.546,144.893,337
284141,Ahyi,United States,20.42,145.03,-75
284142,Supply Reef,United States,20.13,145.1,-8
284143,Maug Islands,United States,20.02,145.22,227
284150,Asuncion,United States,19.671,145.406,857
284160,Agrigan,United States,18.77,145.67,965
284170,Pagan,United States,18.13,145.8,570
284180,Alamagan,United States,17.6,145.83,744
284190,Guguan,United States,17.307,145.845,287
284191,Zealandia Bank,United States,16.88,145.85,0
284192,Sarigan,United States,16.708,145.78,538
284193,South Sarigan Seamount,United States,16.58,145.78,-184
284200,Anatahan,United States,16.35,145.67,790
284201,East Diamante,United States,15.93,145.67,-127
284202,Ruby,United States,15.62,145.57,-230
284210,Esmeralda Bank,United States,15,145.25,-43
284211,NW Rota-1,United States,14.601,144.775,-517
284220,Forecast Seamount,United States,13.4,143.92,-1456
284230,Seamount X,United States,13.25,144.02,-1230
284305,Mariana Back-Arc Segment at 15.5°N,United States,15.406,144.506,-4100
285010,Oshima-Oshima,Japan,41.51,139.367,732
285011,Esan,Japan,41.805,141.166,618
285020,Hokkaido-Komagatake,Japan,42.063,140.677,1131
285030,Toya,Japan,42.544,140.839,733
285031,Niseko,Japan,42.875,140.659,1308
285032,Yoteizan,Japan,42.827,140.812,1888
285034,Kuttara,Japan,42.491,141.16,549
285040,Shikotsu,Japan,42.688,141.38,1320
285041,Rishirizan,Japan,45.179,141.242,1721
285050,Tokachidake,Japan,43.418,142.686,2077
285060,Taisetsuzan,Japan,43.664,142.854,2291
285061,Maruyama,Japan,43.418,143.031,2013
285070,Akan,Japan,43.384,144.013,1499
285080,Kussharo,Japan,43.615,144.427,574
285081,Mashu,Japan,43.572,144.561,857
285082,Rausudake,Japan,44.076,145.122,1660
285083,Tenchozan,Japan,44.044,145.086,1046
285090,Shiretoko-Iozan,Japan,44.133,145.161,1562
290010,Tomariyama [Golovnin],Japan - administered by Russia,43.844,145.504,535
290020,Raususan [Mendeleev],Japan - administered by Russia,43.979,145.733,882
290021,Ruruidake [Smirnov],Japan - administered by Russia,44.454,146.139,1486
290030,Chachadake [Tiatia],Japan - administered by Russia,44.353,146.252,1822
290040,Berutarubesan [Berutarube],Japan - administered by Russia,44.462,146.932,1221
290041,Moekeshiwan [Lvinaya Past],Japan - administered by Russia,44.608,146.994,528
290050,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,44.808,147.131,1206
290060,Nishihitokappuyama [Bogatyr Ridge],Japan - administered by Russia,44.833,147.342,1634
290061,Unnamed,Japan - administered by Russia,45.022,147.019,-195
290070,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,45.012,147.871,1158
290072,Odamoisan [Tebenkov],Japan - administered by Russia,45.028,147.918,1208
290080,Sashiusudake [Baransky],Japan - administered by Russia,45.1,148.019,1125
290090,Chirippusan [Chirip],Japan - administered by Russia,45.338,147.92,1587
290091,Rucharuyama [Golets-Tornyi Group],Japan - administered by Russia,45.25,148.35,442
290100,Moyorodake [Medvezhia],Japan - administered by Russia,45.389,148.838,1124
290110,Rakkibetsudake [Demon],Japan - administered by Russia,45.5,148.85,1205
290111,Ivao Group,Russia,45.77,149.68,1426
290112,Rudakov,Russia,45.874,149.819,532
290113,Tri Sestry,Russia,45.93,149.92,998
290120,Kolokol Group,Russia,46.042,150.083,1328
290150,Chirpoi,Russia,46.532,150.871,742
290160,Unnamed,Russia,46.47,151.28,-502
290161,Milna,Russia,46.815,151.786,1504
290180,Zavaritzki Caldera,Russia,46.925,151.95,624
290190,Prevo Peak,Russia,47.02,152.12,1360
290191,Uratman,Russia,47.12,152.25,678
290200,Ketoi,Russia,47.35,152.475,1172
290210,Ushishur,Russia,47.52,152.8,401
290211,Srednii,Russia,47.6,152.92,36
290220,Rasshua,Russia,47.77,153.02,956
290240,Sarychev Peak,Russia,48.092,153.2,1496
290250,Raikoke,Russia,48.292,153.25,551
290260,Chirinkotan,Russia,48.98,153.48,724
290270,Ekarma,Russia,48.958,153.93,1170
290290,Sinarka,Russia,48.873,154.182,911
290300,Kharimkotan,Russia,49.12,154.508,1145
290310,Tao-Rusyr Caldera,Russia,49.35,154.7,1325
290320,Nemo Peak,Russia,49.57,154.808,1018
290331,Shirinki,Russia,50.2,154.98,761
290340,Fuss Peak,Russia,50.267,155.246,1742
290350,Karpinsky Group,Russia,50.148,155.373,1326
290360,Chikurachki,Russia,50.324,155.461,1781
290370,Vernadskii Ridge,Russia,50.55,155.97,1183
290380,Ebeko,Russia,50.686,156.014,1103
290390,Alaid,Russia,50.861,155.565,2285
300001,Mashkovtsev,Russia,51.1,156.72,503
300010,Kambalny,Russia,51.306,156.875,2116
300020,Koshelev,Russia,51.356,156.753,1822
300021,Yavinsky,Russia,51.533,156.629,646
300022,Diky Greben,Russia,51.452,156.978,1040
300023,Kurile Lake,Russia,51.45,157.12,81
300030,Iliinsky,Russia,51.498,157.203,1555
300040,Zheltovsky,Russia,51.577,157.328,1926
300041,Kell,Russia,51.65,157.35,900
300042,Belenkaya,Russia,51.75,157.27,892
300050,Ksudach,Russia,51.844,157.572,1079
300051,Ozernoy,Russia,51.88,157.38,562
300052,Olkoviy Volcanic Group,Russia,52.02,157.53,681
300053,Khodutka,Russia,52.062,157.711,2039
300054,Piratkovsky,Russia,52.113,157.849,1322
300055,Ostanets,Russia,52.146,157.322,719
300056,Otdelniy,Russia,52.221,157.435,814
300057,Golaya,Russia,52.263,157.787,858
300058,Asacha,Russia,52.355,157.827,1910
300059,Visokiy,Russia,52.43,157.93,1234
300060,Mutnovsky,Russia,52.449,158.196,2288
300070,Gorely,Russia,52.559,158.03,1799
300080,Opala,Russia,52.543,157.339,2439
300082,Tolmachev Dol,Russia,52.63,157.58,1021
300083,Vilyuchik,Russia,52.7,158.28,2173
300084,Barkhatnaya Sopka,Russia,52.802,158.24,874
300087,Bolshe-Bannaya,Russia,52.9,157.78,1200
300090,Koryaksky,Russia,53.321,158.712,3430
300100,Avachinsky,Russia,53.256,158.836,2717
300110,Dzenzursky,Russia,53.637,158.922,2285
300120,Zhupanovsky,Russia,53.589,159.15,2899
300121,Veer,Russia,53.75,158.45,520
300122,Kostakan,Russia,53.83,158.05,1150
300123,Bakening,Russia,53.905,158.07,2278
300124,Zavaritsky,Russia,53.905,158.385,1567
300125,Akademia Nauk,Russia,53.98,159.45,1180
300130,Karymsky,Russia,54.049,159.443,1513
300140,Maly Semyachik,Russia,54.135,159.674,1527
300150,Bolshoi Semiachik,Russia,54.32,160.02,1720
300160,Taunshits,Russia,54.528,159.804,2301
300170,Uzon,Russia,54.5,159.97,1617
300180,Kikhpinych,Russia,54.489,160.251,1506
300190,Krasheninnikov,Russia,54.596,160.27,1816
300200,Kronotsky,Russia,54.753,160.533,3482
300201,Schmidt,Russia,54.92,160.63,2020
300210,Gamchen,Russia,54.974,160.703,2539
300220,Komarov,Russia,55.033,160.725,2065
300221,Vysoky,Russia,55.064,160.765,2129
300230,Kizimen,Russia,55.131,160.32,2334
300240,Tolbachik,Russia,55.832,160.326,3611
300241,Udina,Russia,55.758,160.527,2886
300242,Zimina,Russia,55.862,160.603,3057
300250,Bezymianny,Russia,55.972,160.595,2882
300251,Kamen,Russia,56.02,160.593,4585
300260,Klyuchevskoy,Russia,56.056,160.642,4754
300261,Ushkovsky,Russia,56.113,160.509,3943
300270,Sheveluch,Russia,56.653,161.36,3283
300271,Piip,Russia,55.42,167.33,-300
300272,Khangar,Russia,54.761,157.407,1967
300273,Cherpuk Group,Russia,55.55,157.47,1868
300280,Ichinsky,Russia,55.678,157.718,3596
300290,Maly Payalpan,Russia,55.82,157.98,1802
300300,Bolshoi Payalpan,Russia,55.88,157.78,1906
300310,Plosky,Russia,55.2,158.47,1236
300320,Akhtang,Russia,55.43,158.65,1956
300330,Kozyrevsky,Russia,55.58,158.38,2016
300340,Romanovka,Russia,55.65,158.8,1442
300350,Uksichan,Russia,56.08,158.38,1692
300360,Bolshoi-Kekuknaysky,Russia,56.483,157.917,1401
300370,Kulkev,Russia,56.37,158.37,915
300380,Geodesistoy,Russia,56.33,158.67,1170
300390,Anaun,Russia,56.32,158.83,1828
300400,Krainy,Russia,56.37,159.03,1554
300410,Kekurny,Russia,56.4,158.85,1377
300420,Eggella,Russia,56.57,158.52,1046
300440,Verkhovoy,Russia,56.52,159.53,1400
300450,Alney-Chashakondzha,Russia,56.656,159.647,2570
300460,Cherny,Russia,56.82,159.67,1778
300470,Pogranychny,Russia,56.85,159.8,1427
300480,Zaozerny,Russia,56.88,159.95,1349
300490,Bliznets,Russia,56.97,159.78,1244
300500,Kebeney,Russia,57.1,159.93,1527
300510,Fedotych,Russia,57.13,160.4,965
300511,Shisheika,Russia,57.153,161.09,355
300512,Terpuk,Russia,57.2,159.83,765
300520,Sedankinsky,Russia,57.27,160.08,1241
300530,Leutongey,Russia,57.306,159.827,1318
300540,Tuzovsky,Russia,57.32,159.967,1516
300550,Gorny Institute,Russia,57.33,160.2,2125
300551,Kinenin,Russia,57.35,160.97,583
300552,Bliznetsy,Russia,57.35,161.37,265
300560,Titila,Russia,57.406,160.108,1523
300570,Mezhdusopochny,Russia,57.47,160.25,1641
300580,Shishel,Russia,57.45,160.37,2525
300590,Elovsky,Russia,57.55,160.53,1381
300600,Alngey,Russia,57.702,160.418,1822
300610,Uka,Russia,57.706,160.59,1607
300620,Kaileney,Russia,57.8,160.67,1582
300630,Plosky,Russia,57.83,160.25,1255
300640,Bely,Russia,57.88,160.53,2080
300650,Nylgimelkin,Russia,57.97,160.65,1764
300660,Snezhniy,Russia,58.02,160.8,2169
300670,Iktunup,Russia,58.08,160.77,2300
300671,Spokoiny,Russia,58.13,160.82,2171
300680,Ostry,Russia,58.18,160.82,2552
300690,Snegovoy,Russia,58.2,160.97,2169
300700,Severny,Russia,58.28,160.87,1936
300710,Iettunup,Russia,58.4,161.08,1340
300720,Voyampolsky,Russia,58.374,160.631,1103
302030,Udokan Plateau,Russia,56.28,117.77,2180
302040,Vitim Volcanic Field,Russia,53.75,113.25,1250
302050,Tunkin Depression,Russia,51.5,102.5,1200
302060,Jom-Bolok,Russia,52.713,99.021,2047
302070,Azas Plateau,Russia,52.433,98.303,2765
303010,Taryatu-Chulutu,Mongolia,48.133,99.95,2326
303020,Khanuy Gol,Mongolia,48.67,102.75,1886
303040,Dariganga Volcanic Field,Mongolia,45.754,114.279,1778
304030,Kunlun Volcanic Group,China,35.52,80.2,5808
305010,Honggeertu,China,41.59,113.111,1605
305011,Arxan-Chaihe,China,47.45,120.8,1677
305020,Keluo Group,China,49.37,125.92,670
305030,Wudalianchi,China,48.72,126.12,597
305040,Jingbo,China,44.08,128.83,1000
305050,Longgang Group,China,42.33,126.5,1000
305060,Changbaishan,China-North Korea,41.98,128.08,2744
306020,Ch'uga-ryong,North Korea-South Korea,38.33,127.33,452
306030,Ulreung,South Korea,37.5,130.87,984
306040,Halla,South Korea,33.361,126.53,1919
311010,Buldir,United States,52.35,175.911,656
311020,Kiska,United States,52.103,177.602,1220
311030,Segula,United States,52.015,178.136,1160
311040,Davidof,United States,51.97,178.33,328
311050,Little Sitkin,United States,51.95,178.543,1174
311060,Semisopochnoi,United States,51.93,179.58,1221
311070,Gareloi,United States,51.79,-178.794,1573
311080,Tanaga,United States,51.885,-178.146,1806
311090,Takawangha,United States,51.873,-178.006,1449
311100,Bobrof,United States,51.91,-177.438,738
311110,Kanaga,United States,51.923,-177.168,1307
311111,Moffett,United States,51.944,-176.747,1196
311120,Great Sitkin,United States,52.076,-176.13,1740
311130,Kasatochi,United States,52.177,-175.508,314
311140,Koniuji,United States,52.22,-175.13,273
311160,Atka,United States,52.331,-174.139,1448
311161,Korovin,United States,52.381,-174.166,1518
311180,Seguam,United States,52.315,-172.51,1054
311190,Amukta,United States,52.5,-171.252,1066
311200,Chagulak,United States,52.577,-171.13,1142
311210,Yunaska,United States,52.643,-170.629,550
311220,Herbert,United States,52.742,-170.111,1280
311230,Carlisle,United States,52.894,-170.054,1620
311240,Cleveland,United States,52.825,-169.944,1730
311241,Tana,United States,52.83,-169.77,1170
311250,Uliaga,United States,53.065,-169.77,888
311260,Kagamil,United States,52.974,-169.72,893
311270,Vsevidof,United States,53.13,-168.693,2149
311280,Recheschnoi,United States,53.157,-168.539,1984
311290,Okmok,United States,53.43,-168.13,1073
311300,Bogoslof,United States,53.93,-168.03,150
311310,Makushin,United States,53.891,-166.923,1800
311320,Akutan,United States,54.134,-165.986,1303
311340,Westdahl,United States,54.516,-164.65,1563
311350,Fisher,United States,54.65,-164.43,1112
311360,Shishaldin,United States,54.756,-163.97,2857
311370,Isanotski,United States,54.765,-163.723,2446
311380,Roundtop,United States,54.8,-163.589,1871
311390,Amak,United States,55.424,-163.149,488
312010,Frosty,United States,55.067,-162.835,1728
312011,Dutton,United States,55.183,-162.276,1465
312020,Emmons Lake,United States,55.341,-162.073,1436
312030,Pavlof,United States,55.417,-161.894,2493
312040,Pavlof Sister,United States,55.457,-161.854,2142
312050,Dana,United States,55.641,-161.214,1354
312051,Stepovak Bay 2,United States,55.913,-160.041,1323
312052,Stepovak Bay 3,United States,55.929,-160.002,1555
312053,Stepovak Bay 4,United States,55.954,-159.954,1557
312060,Kupreanof,United States,56.011,-159.797,1895
312070,Veniaminof,United States,56.17,-159.38,2507
312080,Black Peak,United States,56.552,-158.785,1032
312090,Aniakchak,United States,56.88,-158.17,1341
312100,Yantarni,United States,57.019,-157.185,1345
312110,Chiginagak,United States,57.135,-156.99,2221
312120,Kialagvik,United States,57.203,-156.745,1677
312130,Ugashik-Peulik,United States,57.751,-156.368,1474
312131,Ukinrek Maars,United States,57.832,-156.51,91
312132,Unnamed,United States,57.87,-155.411,402
312140,Martin,United States,58.172,-155.361,1863
312150,Mageik,United States,58.195,-155.253,2165
312160,Trident,United States,58.236,-155.1,1864
312170,Katmai,United States,58.28,-154.963,2047
312180,Novarupta,United States,58.27,-155.157,841
312190,Griggs,United States,58.354,-155.092,2317
312200,Snowy Mountain,United States,58.336,-154.682,2162
312210,Denison,United States,58.418,-154.449,2287
312220,Steller,United States,58.43,-154.4,2272
312230,Kukak,United States,58.453,-154.355,2043
312250,Kaguyak,United States,58.608,-154.028,901
312260,Fourpeaked,United States,58.77,-153.672,2105
312270,Douglas,United States,58.855,-153.542,2140
313010,Augustine,United States,59.363,-153.43,1252
313020,Iliamna,United States,60.032,-153.09,3053
313030,Redoubt,United States,60.485,-152.742,3108
313040,Spurr,United States,61.299,-152.251,3374
313050,Hayes,United States,61.64,-152.411,3034
314010,St. Paul Island,United States,57.18,-170.3,203
314030,Ingakslugwat Hills,United States,61.43,-164.47,190
314040,St. Michael,United States,63.45,-162.12,715
314060,Imuruk Lake,United States,65.517,-163.45,610
315001,Buzzard Creek,United States,64.062,-148.433,830
315020,Wrangell,United States,62.006,-144.017,4278
315030,Churchill,United States,61.38,-141.75,5005
315040,Edgecumbe,United States,57.05,-135.75,970
315050,Duncan Canal,United States,56.5,-133.1,15
315060,Tlevak Strait-Suemez Is.,United States,55.25,-133.3,50
315070,Behm Canal-Rudyerd Bay,United States,55.32,-131.05,500
320010,Fort Selkirk,Canada,62.93,-137.38,1239
320020,Alligator Lake,Canada,60.42,-135.42,2217
320030,Atlin Volcanic Field,Canada,59.68,-133.32,1880
320031,Tuya Volcanic Field,Canada,59.37,-130.58,2123
320040,Heart Peaks,Canada,58.6,-131.97,2012
320050,Level Mountain,Canada,58.42,-131.35,2190
320060,Edziza,Canada,57.72,-130.63,2786
320070,Spectrum Range,Canada,57.43,-130.68,2430
320080,Hoodoo Mountain,Canada,56.78,-131.28,1850
320090,Iskut-Unuk River Cones,Canada,56.58,-130.55,1880
320100,Tseax River Cone,Canada,55.12,-128.9,609
320110,Crow Lagoon,Canada,54.7,-130.23,335
320120,Milbanke Sound Group,Canada,52.5,-128.73,335
320140,Nazko,Canada,52.928,-123.732,1238
320150,Wells Gray-Clearwater,Canada,52.33,-120.57,2576
320160,Silverthrone,Canada,51.43,-126.3,3160
320170,Bridge River Cones,Canada,50.8,-123.4,2500
320180,Meager,Canada,50.63,-123.5,2680
320190,Garibaldi Lake,Canada,49.933,-123,2316
320200,Garibaldi,Canada,49.85,-123,2678
320811,Cayley Volcanic Field,Canada,50.12,-123.28,2375
321010,Baker,United States,48.777,-121.813,3285
321020,Glacier Peak,United States,48.112,-121.113,3213
321030,Rainier,United States,46.853,-121.76,4392
321040,Adams,United States,46.206,-121.49,3742
321050,St. Helens,United States,46.2,-122.18,2549
321060,West Crater,United States,45.88,-122.08,1329
321070,Indian Heaven,United States,45.93,-121.82,1806
322010,Hood,United States,45.374,-121.695,3426
322020,Jefferson,United States,44.674,-121.8,3199
322030,Blue Lake Crater,United States,44.411,-121.774,1230
322040,Sand Mountain Field,United States,44.38,-121.93,1664
322060,Belknap,United States,44.285,-121.841,2095
322070,Three Sisters,United States,44.133,-121.767,3159
322090,Bachelor,United States,43.979,-121.688,2763
322100,Davis Lake,United States,43.57,-121.82,2163
322110,Newberry,United States,43.722,-121.229,2434
322120,Devils Garden,United States,43.512,-120.861,1698
322150,Cinnamon Butte,United States,43.241,-122.108,1956
322160,Crater Lake,United States,42.93,-122.12,2487
322170,Diamond Craters,United States,43.1,-118.75,1435
322190,Jordan Craters,United States,43.147,-117.46,1473
323010,Shasta,United States,41.409,-122.193,4317
323020,Medicine Lake,United States,41.611,-121.554,2412
323080,Lassen Volcanic Center,United States,40.492,-121.508,3187
323100,Clear Lake,United States,38.97,-122.77,1439
323110,Mono Lake Volcanic Field,United States,38,-119.03,2121
323120,Mono-Inyo Craters,United States,37.804,-119.029,2796
323150,Mammoth Mountain,United States,37.631,-119.032,3369
